,FoV,Horizontal optimal,Vertical optimal,maxVal,maxVal_t,maxVal_r,best pos
0,20,19.37757312073359,-101.29649474747049,0.005226562429584424,0.005226562429584424,0.0,"(4.100000000000003, 0.7000000000000001, 5)"
1,40,39.3076481161066,-99.93948145622058,0.010672803017652355,0.010672803017652355,0.0,"(4.200000000000003, 1.5, 5)"
2,60,58.582724341968486,-101.29649474747049,0.017172990840063105,0.017172990840063105,0.0,"(4.100000000000003, 2.3000000000000003, 5)"
3,80,79.33568223668085,-101.29649474747049,0.0253861603722672,0.0253861603722672,0.0,"(4.100000000000003, 3.4000000000000004, 5)"
4,100,98.99430322933551,-101.29649474747049,0.03583928523143605,0.03583928523143605,0.0,"(4.100000000000003, 4.800000000000001, 5)"
5,120,119.99015825835194,-101.29649474747049,0.053012276071499165,0.053012276071499165,0.0,"(4.100000000000003, 7.1000000000000005, 5)"
6,140,139.78753040328132,-101.29649474747049,0.08362499887335079,0.08362499887335079,0.0,"(4.100000000000003, 11.200000000000001, 5)"
