,FoV,Horizontal optimal1,Vertical optimal1,maxVal1,Horizontal optimal2,Vertical optimal2,maxVal2,Horizontal optimal3,Vertical optimal3,maxVal3,Horizontal optimal4,Vertical optimal4,maxVal4,Horizontal optimal5,Vertical optimal5,maxVal5,Horizontal optimal6,Vertical optimal6,maxVal6
0,20,18.924644416051233,100.73868577359453,0.271624337466294,18.924644416051233,100.73868577359453,0.271624337466294,18.924644416051233,100.73868577359453,0.271624337466294,18.924644416051233,100.73868577359453,0.271624337466294,18.924644416051233,100.73868577359453,0.271624337466294,18.924644416051233,100.73868577359453,0.271624337466294
1,40,39.96621304379996,101.60991594848328,0.31320500994399186,39.96621304379996,101.60991594848328,0.31320500994399186,39.96621304379996,101.60991594848328,0.31320500994399186,39.96621304379996,101.60991594848328,0.31320500994399186,39.96621304379996,101.60991594848328,0.3132050099439918,39.96621304379996,101.60991594848328,0.31320500994399186
2,60,53.13010235415598,97.93105764310866,0.29864178944012504,53.13010235415598,97.93105764310866,0.29864178944012504,53.13010235415598,97.93105764310866,0.29864178944012504,53.13010235415598,97.93105764310866,0.29864178944012504,53.13010235415598,97.93105764310866,0.29864178944012504,53.13010235415598,97.93105764310866,0.29864178944012504
3,80,77.31961650818019,97.93105764310866,0.32877319663719345,77.31961650818019,97.93105764310866,0.32877319663719345,77.31961650818019,97.93105764310866,0.32877319663719345,77.31961650818019,97.93105764310866,0.32877319663719345,77.31961650818019,97.93105764310866,0.32877319663719345,77.31961650818019,97.93105764310866,0.32877319663719345
4,100,95.45262198781253,97.93105764310866,0.3182923222645747,95.45262198781253,97.93105764310866,0.3182923222645747,95.45262198781253,97.93105764310866,0.31829232226457477,95.45262198781253,97.93105764310866,0.3182923222645747,95.45262198781253,97.93105764310866,0.3182923222645747,95.45262198781253,97.93105764310866,0.31829232226457477
5,120,119.06891016108025,97.93105764310866,0.3384606946988086,119.06891016108025,97.93105764310866,0.3384606946988086,119.06891016108025,97.93105764310866,0.3384606946988085,119.06891016108025,97.93105764310866,0.3384606946988086,119.06891016108025,97.93105764310866,0.3384606946988086,119.06891016108025,97.93105764310866,0.3384606946988085
6,140,139.35372634067414,97.93105764310866,0.33888284141649805,139.35372634067414,97.93105764310866,0.33888284141649805,139.35372634067414,97.93105764310866,0.3388828414164981,139.35372634067414,97.93105764310866,0.33888284141649805,139.35372634067414,97.93105764310866,0.33888284141649805,139.35372634067414,97.93105764310866,0.3388828414164981
