,FoV,Horizontal optimal-6,Vertical optimal-6,maxVal-6,Horizontal optimal-5,Vertical optimal-5,maxVal-5,Horizontal optimal-4,Vertical optimal-4,maxVal-4,Horizontal optimal-3,Vertical optimal-3,maxVal-3,Horizontal optimal-2,Vertical optimal-2,maxVal-2,Horizontal optimal-1,Vertical optimal-1,maxVal-1
0,20,11.421186274999286,5.607248423562337,0.08955438282611582,11.421186274999286,5.607248423562337,0.08954973495395285,11.421186274999286,5.607248423562337,0.08954567302460381,11.421186274999286,5.607248423562337,0.08954218681381204,11.421186274999286,5.607248423562337,0.08953926760140371,11.421186274999286,5.607248423562337,0.08953690812449748
1,40,33.39848846798725,5.607248423562337,0.09713655746956924,33.39848846798725,5.607248423562337,0.09709182085714933,33.39848846798725,5.607248423562337,0.09705273428237622,33.39848846798725,5.607248423562337,0.09701919527493356,33.39848846798725,5.607248423562337,0.09699111648512652,33.39848846798725,5.607248423562337,0.09696842519376793
2,60,53.13010235415598,5.607248423562337,0.11356191999970112,53.13010235415598,5.607248423562337,0.11342628882009335,53.13010235415598,5.607248423562337,0.11330780905540482,53.13010235415598,5.607248423562337,0.11320616147249302,53.13010235415598,5.607248423562337,0.11312107398340303,53.13010235415598,5.607248423562337,0.11305232010126623
3,80,77.31961650818019,16.946257212218086,0.15770465679232967,77.31961650818019,5.607248423562337,0.15725600872607257,77.31961650818019,5.607248423562337,0.15692223359422516,77.31961650818019,5.607248423562337,0.1566358619710436,77.31961650818019,5.607248423562337,0.15639613442248754,77.31961650818019,5.607248423562337,0.1562024185739126
4,100,99.52728338145236,15.425138435133142,0.22796914404445723,99.52728338145236,15.425138435133142,0.22667014920264883,99.52728338145236,15.425138435133142,0.22548246446864748,99.52728338145236,5.098204501323928,0.22473448621293562,99.52728338145236,5.098204501323928,0.22425675471999973,99.52728338145236,5.098204501323928,0.22387510739754996
5,120,119.06891016108025,16.946257212218086,0.4408287627661771,119.06891016108025,16.946257212218086,0.43762358277765895,119.06891016108025,16.946257212218086,0.43468127235241066,119.06891016108025,5.607248423562337,0.43241112719587554,119.06891016108025,5.607248423562337,0.43124224499233765,119.06891016108025,5.607248423562337,0.43029750973114034
6,140,139.35372634067414,27.961542542650093,1.0093150554065407,139.35372634067414,16.946257212218086,1.0001665555775292,139.35372634067414,16.946257212218086,0.9926828430618393,139.35372634067414,16.946257212218086,0.9858470518710518,139.35372634067414,5.607248423562337,0.9828223014210846,139.35372634067414,5.607248423562337,0.9804184942928029
